tconst;titleType;primaryTitle;originalTitle;startYear;score;is_genre_from_selection;is_keywords_from_selection;poster_url;genres
tt5208252;movie;Operation Finale;Operation Finale;2018;4;3;1;https://m.media-amazon.com/images/M/MV5BYzE1YjI2MjctZTY2Zi00NDBhLWIzYmMtNzMzMDgwZjE4MzUxXkEyXkFqcGdeQXVyNTI4MzE4MDU@._V1_SX300.jpg;['biography', 'drama', 'history']
tt0390808;movie;36th Precinct;36 Quai des Orfèvres;2004;4;1;3;https://m.media-amazon.com/images/M/MV5BYzRkZmI4OWMtOTdjMS00NzNhLTk5ZmUtNDkwOTIzODZhZmZhXkEyXkFqcGdeQXVyMjkzMDQ1Njc@._V1_SX300.jpg;['action', 'crime', 'drama']
tt1837703;movie;The Fifth Estate;The Fifth Estate;2013;4;2;2;https://m.media-amazon.com/images/M/MV5BMjY1MTY5NTg3M15BMl5BanBnXkFtZTgwMDQyMjgwMDE@._V1_SX300.jpg;['biography', 'crime', 'drama']
tt0387514;movie;Prime;Prime;2005;4;1;3;;['comedy', 'drama', 'romance']
tt0113972;movie;Nick of Time;Nick of Time;1995;4;1;3;;['action', 'crime', 'drama']
tt0103759;movie;Bad Lieutenant;Bad Lieutenant;1992;4;2;2;https://m.media-amazon.com/images/M/MV5BNjZmYzAzOGUtMWFlNy00OWExLThmYWQtMjJlYWIxMDczOGE4XkEyXkFqcGdeQXVyNTc1NTQxODI@._V1_SX300.jpg;['crime', 'drama', 'thriller']
tt0083564;movie;Annie;Annie;1982;4;1;3;https://m.media-amazon.com/images/M/MV5BYzU2YzA3NTYtNDg3OS00YTg3LThiODctZTQ3MzhkZDVjZDNlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg;['comedy', 'drama', 'family']
tt0308055;movie;Bobby;Bobby;2006;4;3;1;;['biography', 'drama', 'history']
tt0436078;movie;The Aristocrats;The Aristocrats;2005;4;1;3;;['comedy', 'documentary']
tt0049261;movie;Giant;Giant;1956;4;1;3;;['drama', 'western']
tt0373450;movie;Where the Truth Lies;Where the Truth Lies;2005;4;1;3;;['crime', 'drama', 'mystery']
tt0034167;movie;Sergeant York;Sergeant York;1941;4;3;1;;['biography', 'drama', 'history']
tt0896872;movie;The Whistleblower;The Whistleblower;2010;4;2;2;;['biography', 'crime', 'drama']
tt5275892;movie;O.J.: Made in America;O.J.: Made in America;2016;4;2;2;;['biography', 'crime', 'documentary']
tt0401997;movie;Breach;Breach;2007;4;2;2;;['biography', 'crime', 'drama']
tt0313196;movie;The Crime of Padre Amaro;El crimen del Padre Amaro;2002;4;1;3;https://m.media-amazon.com/images/M/MV5BOTNjN2FjNDktM2E0YS00NDU3LWFkYmEtZDAwNDc1MDUzMTBjXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg;['drama', 'romance']
tt7689964;movie;RBG;RBG;2018;4;2;2;;['biography', 'documentary']
tt0455957;movie;Goya's Ghosts;Goya's Ghosts;2006;4;3;1;;['biography', 'drama', 'history']
tt4025514;movie;Suburra;Suburra;2015;4;2;2;;['crime', 'drama', 'thriller']
tt0094625;movie;Akira;Akira;1988;4;1;3;;['action', 'animation', 'drama']
tt0117774;movie;The Substitute;The Substitute;1996;4;1;3;;['action', 'crime', 'drama']
tt0360009;movie;Spartan;Spartan;2004;4;1;3;;['action', 'crime', 'drama']
tt0272020;movie;The Last Castle;The Last Castle;2001;4;2;2;;['action', 'drama', 'thriller']
tt1095217;movie;Bad Lieutenant: Port of Call New Orleans;The Bad Lieutenant: Port of Call - New Orleans;2009;4;1;3;;['crime', 'drama']
tt2396566;movie;20 Feet from Stardom;Twenty Feet from Stardom;2013;4;3;1;;['biography', 'documentary', 'history']
tt1235522;movie;Broken City;Broken City;2013;4;1;3;;['action', 'crime', 'drama']
tt3203606;movie;Trumbo;Trumbo;2015;4;2;2;;['biography', 'crime', 'drama']
tt3859076;movie;Truth;Truth;2015;4;3;1;;['biography', 'drama', 'history']
tt1555149;movie;Elite Squad 2: The Enemy Within;Tropa de Elite 2: O Inimigo Agora é Outro;2010;4;1;3;;['action', 'crime', 'drama']
tt0107798;movie;The Pelican Brief;The Pelican Brief;1993;4;1;3;;['crime', 'drama', 'mystery']
tt1860242;movie;The Highwaymen;The Highwaymen;2019;4;2;2;https://m.media-amazon.com/images/M/MV5BZmM5Y2QzOGQtNTdjZS00NDVhLThkYjItZjZiMjk4YjM0ZTUzXkEyXkFqcGdeQXVyNDg4NjY5OTQ@._V1_SX300.jpg;['biography', 'crime', 'drama']
tt0137363;movie;Arlington Road;Arlington Road;1999;4;1;3;;['action', 'crime', 'drama']
tt0338135;movie;The Barbarian Invasions;Les invasions barbares;2003;4;1;3;https://m.media-amazon.com/images/M/MV5BNDdiMTg1MTctMTUzYy00ODg3LTlkZmEtNDY4NjdiMjkzZGFkXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg;['comedy', 'crime', 'drama']
tt0087803;movie;1984;Nineteen Eighty-Four;1984;4;1;3;https://m.media-amazon.com/images/M/MV5BMWFkNzIzNDUtNWI1Mi00ODA2LTgyMTMtYTZiYWMxMDFlNmNhL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg;['drama', 'sci-fi']
tt0119978;movie;The Rainmaker;The Rainmaker;1997;4;2;2;;['crime', 'drama', 'thriller']
tt0962736;movie;The Young Victoria;The Young Victoria;2009;4;3;1;;['biography', 'drama', 'history']
tt4532826;movie;Robin Hood;Robin Hood;2018;4;1;3;;['action', 'adventure', 'drama']
tt0078718;movie;And Justice for All;...and justice for all.;1979;4;2;2;;['crime', 'drama', 'thriller']
tt0043949;movie;Quo Vadis;Quo Vadis;1951;4;3;1;https://m.media-amazon.com/images/M/MV5BM2QwZGZkZDEtNjUwNi00NTk5LTg3ZTAtYjE5ZTczMzYzOWRmXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg;['biography', 'drama', 'history']
tt0099850;movie;Internal Affairs;Internal Affairs;1990;4;2;2;https://m.media-amazon.com/images/M/MV5BODQwM2U3NDEtYTFkNy00MGNkLWFiMjQtYWYxMWJkNjg4MGQzXkEyXkFqcGdeQXVyNzQ1ODk3MTQ@._V1_SX300.jpg;['crime', 'drama', 'thriller']
tt6850820;movie;Peppermint;Peppermint;2018;4;1;3;;['action', 'crime', 'drama']
tt0482572;movie;Pride and Glory;Pride and Glory;2008;4;2;2;;['crime', 'drama', 'thriller']
tt3906082;movie;Mary Shelley;Mary Shelley;2017;4;3;1;;['biography', 'drama', 'history']
tt0267626;movie;K-19: The Widowmaker;K-19: The Widowmaker;2002;4;3;1;;['drama', 'history', 'thriller']
tt1270262;movie;The Devil's Double;The Devil's Double;2011;4;3;1;;['biography', 'drama', 'thriller']
tt0057877;movie;Becket;Becket;1964;4;3;1;;['biography', 'drama', 'history']
tt7664504;movie;Three Identical Strangers;Three Identical Strangers;2018;4;3;1;https://m.media-amazon.com/images/M/MV5BMTc0NWM3ZGItMzlmZC00NDRmLWJlZmUtMjkzZjNlYmNhYTc1XkEyXkFqcGdeQXVyNzgxMzYzNjA@._V1_SX300.jpg;['biography', 'documentary', 'drama']
tt4682788;movie;Loving Pablo;Loving Pablo;2017;4;2;2;;['biography', 'crime', 'drama']
tt1198138;movie;Obsessed;Obsessed;2009;4;2;2;https://m.media-amazon.com/images/M/MV5BMjAwOTM2MzE5MF5BMl5BanBnXkFtZTcwMjM0NTcyMg@@._V1_SX300.jpg;['drama', 'romance', 'thriller']
tt2714900;movie;Finding Vivian Maier;Finding Vivian Maier;2013;4;2;2;;['biography', 'documentary', 'mystery']
tt0056937;movie;Cleopatra;Cleopatra;1963;4;3;1;;['biography', 'drama', 'history']
tt5723272;movie;In the Fade;Aus dem Nichts;2017;4;2;2;;['crime', 'drama', 'thriller']
tt0058576;movie;Seven Days in May;Seven Days in May;1964;4;2;2;;['drama', 'thriller']
tt0117039;movie;Michael Collins;Michael Collins;1996;4;3;1;;['biography', 'drama', 'thriller']
tt4995776;movie;The Red Sea Diving Resort;Operation Brothers;2019;4;3;1;https://m.media-amazon.com/images/M/MV5BMjZiYWI3MWMtM2NiZi00Y2E0LWI1ODctNmNhMDUyNGMzODkwXkEyXkFqcGdeQXVyNjg2NjQwMDQ@._V1_SX300.jpg;['drama', 'history', 'thriller']
tt0097742;movie;License to Kill;Licence to Kill;1989;4;1;3;;['action', 'adventure', 'thriller']
tt0083987;movie;Gandhi;Gandhi;1982;4;3;1;;['biography', 'drama', 'history']
tt7615302;movie;Red Joan;Red Joan;2018;4;3;1;;['biography', 'drama', 'history']
tt0120663;movie;Eyes Wide Shut;Eyes Wide Shut;1999;4;2;2;https://m.media-amazon.com/images/M/MV5BMjA5NTUwNjI1N15BMl5BanBnXkFtZTYwOTE1ODc5._V1_SX300.jpg;['drama', 'mystery', 'thriller']
tt6133130;movie;Professor Marston & the Wonder Women;Professor Marston and the Wonder Women;2017;4;3;1;https://m.media-amazon.com/images/M/MV5BMTcyMTQzMDIwNl5BMl5BanBnXkFtZTgwMTY1NjgzMzI@._V1_SX300.jpg;['biography', 'drama', 'history']
tt0454776;movie;Amazing Grace;Amazing Grace;2006;4;3;1;;['biography', 'drama', 'history']
tt0099685;movie;Goodfellas;Goodfellas;1990;4;2;2;https://m.media-amazon.com/images/M/MV5BY2NkZjEzMDgtN2RjYy00YzM1LWI4ZmQtMjIwYjFjNmI3ZGEwXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg;['biography', 'crime', 'drama']
tt7286456;movie;Joker;Joker;2019;4;2;2;;['crime', 'drama', 'thriller']
tt0395169;movie;Hotel Rwanda;Hotel Rwanda;2004;4;3;1;;['biography', 'drama', 'history']
tt0104427;movie;Hoffa;Hoffa;1992;4;2;2;https://m.media-amazon.com/images/M/MV5BMDg2MTQ0YzYtNmVhMy00OTA4LTg2YzgtNGI2M2ViNGIwODYwXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg;['biography', 'crime', 'drama']
tt0118971;movie;The Devil's Advocate;The Devil's Advocate;1997;4;2;2;;['drama', 'mystery', 'thriller']
tt0112573;movie;Braveheart;Braveheart;1995;4;3;1;https://m.media-amazon.com/images/M/MV5BMzkzMmU0YTYtOWM3My00YzBmLWI0YzctOGYyNTkwMWE5MTJkXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg;['biography', 'drama', 'history']
tt1790885;movie;Zero Dark Thirty;Zero Dark Thirty;2012;4;3;1;https://m.media-amazon.com/images/M/MV5BMTQ4OTUyNzcwN15BMl5BanBnXkFtZTcwMTQ1NDE3OA@@._V1_SX300.jpg;['drama', 'history', 'thriller']
tt0346336;movie;The Best of Youth;La meglio gioventù;2003;4;1;3;;['drama', 'romance']
tt0042276;movie;Born Yesterday;Born Yesterday;1950;4;1;3;;['comedy', 'drama', 'romance']
tt0103772;movie;Basic Instinct;Basic Instinct;1992;4;2;2;https://m.media-amazon.com/images/M/MV5BZjk0YmJkNjItNDY3Mi00ZWFiLWEwY2EtMDJlZWJlOWZkNzJlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg;['drama', 'mystery', 'thriller']
tt1700845;movie;The Invisible Woman;The Invisible Woman;2013;4;3;1;;['biography', 'drama', 'history']
tt1398426;movie;Straight Outta Compton;Straight Outta Compton;2015;4;3;1;https://m.media-amazon.com/images/M/MV5BMTA5MzkyMzIxNjJeQTJeQWpwZ15BbWU4MDU0MDk0OTUx._V1_SX300.jpg;['biography', 'drama', 'history']
tt0139654;movie;Training Day;Training Day;2001;4;2;2;https://m.media-amazon.com/images/M/MV5BMDZkMTUxYWEtMDY5NS00ZTA5LTg3MTItNTlkZWE1YWRjYjMwL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg;['crime', 'drama', 'thriller']
tt0824747;movie;Changeling;Changeling;2008;4;2;2;https://m.media-amazon.com/images/M/MV5BOTA1Mzg3NjIxNV5BMl5BanBnXkFtZTcwNzU2NTc5MQ@@._V1_SX300.jpg;['biography', 'crime', 'drama']
tt2302755;movie;Olympus Has Fallen;Olympus Has Fallen;2013;4;1;3;;['action', 'thriller']
tt5437928;movie;Colette;Colette;2018;4;3;1;https://m.media-amazon.com/images/M/MV5BZTg5M2MxYzAtZjUwMi00MzRjLTkxNTItZmNjYzUxZjI3YzI3XkEyXkFqcGdeQXVyNDY2MjcyOTQ@._V1_SX300.jpg;['biography', 'drama', 'history']
tt0117665;movie;Sleepers;Sleepers;1996;4;2;2;https://m.media-amazon.com/images/M/MV5BMzk1MmI4NzAtOGRiNS00YjY1LTllNmEtZDhiZDM4MjU2NTMxXkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_SX300.jpg;['crime', 'drama', 'thriller']
tt0086879;movie;Amadeus;Amadeus;1984;4;3;1;;['biography', 'drama', 'history']
tt0065889;movie;Investigation of a Citizen Above Suspicion;Indagine su un cittadino al di sopra di ogni sospetto;1970;4;1;3;;['crime', 'drama']
tt0405094;movie;The Lives of Others;Das Leben der Anderen;2006;4;2;2;;['drama', 'mystery', 'thriller']
tt3270538;movie;Requiem for the American Dream;Requiem for the American Dream;2015;4;2;2;;['biography', 'documentary', 'news']
tt2515030;movie;Escobar: Paradise Lost;Escobar: Paradise Lost;2014;4;2;2;;['crime', 'drama', 'history']
tt0407887;movie;The Departed;The Departed;2006;4;2;2;https://m.media-amazon.com/images/M/MV5BMTI1MTY2OTIxNV5BMl5BanBnXkFtZTYwNjQ4NjY3._V1_SX300.jpg;['crime', 'drama', 'thriller']
tt1817273;movie;The Place Beyond the Pines;The Place Beyond the Pines;2012;4;2;2;https://m.media-amazon.com/images/M/MV5BMjc1OTEwNjU4N15BMl5BanBnXkFtZTcwNzUzNDIwOQ@@._V1_SX300.jpg;['crime', 'drama', 'thriller']
tt0317910;movie;The Fog of War;The Fog of War: Eleven Lessons from the Life of Robert S. McNamara;2003;4;3;1;;['biography', 'documentary', 'history']
tt1355683;movie;Black Mass;Black Mass;2015;4;2;2;https://m.media-amazon.com/images/M/MV5BNzg0ODI3NDQxNF5BMl5BanBnXkFtZTgwMzgzNDA0NjE@._V1_SX300.jpg;['biography', 'crime', 'drama']
tt3682448;movie;Bridge of Spies;Bridge of Spies;2015;4;3;1;;['drama', 'history', 'thriller']
tt0364961;movie;The Assassination of Richard Nixon;The Assassination of Richard Nixon;2004;4;2;2;;['biography', 'crime', 'drama']
tt1895587;movie;Spotlight;Spotlight;2015;4;2;2;;['biography', 'crime', 'drama']
tt4555426;movie;Darkest Hour;Darkest Hour;2017;4;3;1;https://m.media-amazon.com/images/M/MV5BNTU4MjMwOTgyMV5BMl5BanBnXkFtZTgwODQzNjY2NDM@._V1_SX300.jpg;['biography', 'drama', 'history']
tt0878804;movie;The Blind Side;The Blind Side;2009;4;2;2;https://m.media-amazon.com/images/M/MV5BMjEzOTE3ODM3OF5BMl5BanBnXkFtZTcwMzYyODI4Mg@@._V1_SX300.jpg;['biography', 'drama', 'sport']
tt0077294;movie;Capricorn One;Capricorn One;1977;4;1;3;;['action', 'adventure', 'drama']
tt3300980;movie;The 12th Man;Den 12. mann;2017;4;3;1;https://m.media-amazon.com/images/M/MV5BYzI1MzA0NjUtNWI2MC00NDg0LThiYmItN2RjZWRmN2E0MmVmXkEyXkFqcGdeQXVyODY3Nzc0OTk@._V1_SX300.jpg;['drama', 'history', 'thriller']
tt0120660;movie;Enemy of the State;Enemy of the State;1998;4;1;3;https://m.media-amazon.com/images/M/MV5BMWI0Y2NhMzMtYTE5ZS00MDlhLTg0ZjEtMjAwZmEwNTc0ODc2XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg;['action', 'thriller']
tt0279331;movie;Dark Blue;Dark Blue;2002;4;2;2;https://m.media-amazon.com/images/M/MV5BN2NkMTZlYjEtODlmNC00ZTBhLWI5MmYtZGQzMmVkNDNjOTRkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg;['crime', 'drama', 'thriller']
tt1173687;movie;The Bang Bang Club;The Bang Bang Club;2010;4;3;1;;['biography', 'drama', 'history']
tt5519340;movie;Bright;Bright;2017;4;1;3;https://m.media-amazon.com/images/M/MV5BMTcyNzk5NDg1Nl5BMl5BanBnXkFtZTgwNTM5MDQxNDM@._V1_SX300.jpg;['action', 'fantasy', 'thriller']
tt0031381;movie;Gone with the Wind;Gone with the Wind;1939;4;2;2;;['drama', 'history', 'romance']
tt0080365;movie;American Gigolo;American Gigolo;1980;4;1;3;https://m.media-amazon.com/images/M/MV5BYzJkZjE1ZjUtNTUyNy00ODk1LTgzYzUtY2VmZjhlODM5OWYwXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg;['crime', 'drama', 'mystery']
tt0985699;movie;Valkyrie;Valkyrie;2008;4;3;1;https://m.media-amazon.com/images/M/MV5BMTg3Njc2ODEyN15BMl5BanBnXkFtZTcwNTAwMzc3NA@@._V1_SX300.jpg;['drama', 'history', 'thriller']
tt0993846;movie;The Wolf of Wall Street;The Wolf of Wall Street;2013;4;2;2;https://m.media-amazon.com/images/M/MV5BMjIxMjgxNTk0MF5BMl5BanBnXkFtZTgwNjIyOTg2MDE@._V1_SX300.jpg;['biography', 'crime', 'drama']
tt0190524;movie;Left Behind: The Movie;Left Behind;2000;3;1;2;;['action', 'drama', 'fantasy']
tt0004972;movie;The Birth of a Nation;The Birth of a Nation;1915;3;2;1;;['drama', 'history', 'war']
tt5466186;movie;7 Days in Entebbe;Entebbe;2018;3;2;1;;['action', 'drama', 'history']
tt0804522;movie;Rendition;Rendition;2007;3;2;1;https://m.media-amazon.com/images/M/MV5BMTk2MzcwMTIwOV5BMl5BanBnXkFtZTcwMDc4MjI1MQ@@._V1_SX300.jpg;['drama', 'thriller']
tt3212232;movie;I Am Wrath;I Am Wrath;2016;3;1;2;https://m.media-amazon.com/images/M/MV5BMTg1ODYwZGEtM2VhZC00NTA0LTg4NWMtNjBjY2ViODU5N2ZkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg;['action', 'thriller']
tt1758810;movie;The Snowman;The Snowman;2017;3;2;1;https://m.media-amazon.com/images/M/MV5BNDg1NjYyMTEyOF5BMl5BanBnXkFtZTgwNzY4MDMyMzI@._V1_SX300.jpg;['crime', 'drama', 'thriller']
tt1381404;movie;The Company You Keep;The Company You Keep;2012;3;2;1;;['drama', 'thriller']
tt0479751;movie;Sivaji;Sivaji;2007;3;2;1;;['action', 'drama', 'thriller']
tt0765429;movie;American Gangster;American Gangster;2007;3;2;1;https://m.media-amazon.com/images/M/MV5BMjFmZGI2YTEtYmJhMS00YTE5LWJjNjAtNDI5OGY5ZDhmNTRlXkEyXkFqcGdeQXVyODAwMTU1MTE@._V1_SX300.jpg;['biography', 'crime', 'drama']
tt8632862;movie;Fahrenheit 11/9;Fahrenheit 11/9;2018;3;1;2;https://m.media-amazon.com/images/M/MV5BMjE4NDYxNTk4MV5BMl5BanBnXkFtZTgwNTE1MDMxNjM@._V1_SX300.jpg;['documentary']
tt6723592;movie;Tenet;Tenet;2020;3;1;2;;['action', 'sci-fi', 'thriller']
tt3397884;movie;Sicario;Sicario;2015;3;1;2;https://m.media-amazon.com/images/M/MV5BMjA5NjM3NTk1M15BMl5BanBnXkFtZTgwMzg1MzU2NjE@._V1_SX300.jpg;['action', 'crime', 'drama']
tt0314331;movie;Love Actually;Love Actually;2003;3;1;2;https://m.media-amazon.com/images/M/MV5BMTY4NjQ5NDc0Nl5BMl5BanBnXkFtZTYwNjk5NDM3._V1_SX300.jpg;['comedy', 'drama', 'romance']
tt0093044;movie;The Fourth Protocol;The Fourth Protocol;1987;3;1;2;;['thriller']
tt0815241;movie;Religulous;Religulous;2008;3;1;2;;['comedy', 'documentary', 'war']
tt0427312;movie;Grizzly Man;Grizzly Man;2005;3;2;1;;['biography', 'documentary']
tt2379713;movie;Spectre;Spectre;2015;3;1;2;;['action', 'adventure', 'thriller']
tt0067800;movie;Straw Dogs;Straw Dogs;1971;3;2;1;;['crime', 'drama', 'thriller']
tt1846589;movie;Hunter Killer;Hunter Killer;2018;3;1;2;;['action', 'thriller']
tt1568346;movie;The Girl with the Dragon Tattoo;The Girl with the Dragon Tattoo;2011;3;1;2;https://m.media-amazon.com/images/M/MV5BMTczNDk4NTQ0OV5BMl5BanBnXkFtZTcwNDAxMDgxNw@@._V1_SX300.jpg;['crime', 'drama', 'mystery']
tt1535108;movie;Elysium;Elysium;2013;3;1;2;https://m.media-amazon.com/images/M/MV5BNDc2NjU0MTcwNV5BMl5BanBnXkFtZTcwMjg4MDg2OQ@@._V1_SX300.jpg;['action', 'drama', 'sci-fi']
tt0375679;movie;Crash;Crash;2004;3;2;1;;['crime', 'drama', 'thriller']
tt0085255;movie;Blue Thunder;Blue Thunder;1983;3;1;2;https://m.media-amazon.com/images/M/MV5BMmVmNWIzNWQtYmMwOC00MTc1LTkxN2UtNzhlYjg5YjZjMzA4XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg;['action', 'crime', 'drama']
tt0106453;movie;Body of Evidence;Body of Evidence;1992;3;2;1;;['drama', 'thriller']
tt8688634;movie;21 Bridges;21 Bridges;2019;3;1;2;;['action', 'crime', 'thriller']
tt0242445;movie;Exit Wounds;Exit Wounds;2001;3;1;2;;['action', 'crime', 'thriller']
tt0850253;movie;Battle in Seattle;Battle in Seattle;2007;3;2;1;;['action', 'drama', 'history']
tt0228750;movie;Proof of Life;Proof of Life;2000;3;2;1;;['action', 'drama', 'thriller']
tt0116260;movie;Eye for an Eye;Eye for an Eye;1996;3;2;1;https://m.media-amazon.com/images/M/MV5BMDM4Mzc5ZjAtM2JjMi00NzU1LWEzM2MtNDQzNWI5MmRkM2I1XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg;['crime', 'drama', 'thriller']
tt0824758;movie;The Last Station;The Last Station;2009;3;2;1;;['biography', 'drama', 'romance']
tt0112722;movie;Copycat;Copycat;1995;3;2;1;https://m.media-amazon.com/images/M/MV5BYWUwNDk2ZDYtNmFkMi00NjE5LWE1M2ItYTRkNTFjZDU3ZDU4L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTYxNjkxOQ@@._V1_SX300.jpg;['drama', 'mystery', 'thriller']
tt0058946;movie;The Battle of Algiers;La battaglia di Algeri;1966;3;1;2;;['drama', 'war']
tt0054167;movie;Peeping Tom;Peeping Tom;1960;3;2;1;https://m.media-amazon.com/images/M/MV5BZjM3ZTAzZDYtZmFjZS00YmQ1LWJlOWEtN2I4MDRmYzY5YmRlL2ltYWdlXkEyXkFqcGdeQXVyMjgyNjk3MzE@._V1_SX300.jpg;['drama', 'horror', 'thriller']
tt1975249;movie;6 Bullets;6 Bullets;2012;3;1;2;https://m.media-amazon.com/images/M/MV5BODgxNzkzZTgtYzlhZi00MTQ2LTkyNGUtZjRmZjQ0YzE0MmUzXkEyXkFqcGdeQXVyMTE2OTg4Mjg@._V1_SX300.jpg;['action', 'crime', 'drama']
tt1075747;movie;Jonah Hex;Jonah Hex;2010;3;1;2;https://m.media-amazon.com/images/M/MV5BMTQ2NzYxNjQyMF5BMl5BanBnXkFtZTcwOTQ0OTI0Mw@@._V1_SX300.jpg;['action', 'drama', 'fantasy']
tt0382625;movie;The Da Vinci Code;The Da Vinci Code;2006;3;1;2;https://m.media-amazon.com/images/M/MV5BMjIxMjQyMTc3Nl5BMl5BanBnXkFtZTcwMTA1MDUzMw@@._V1_SX300.jpg;['mystery', 'thriller']
tt0427309;movie;The Great Debaters;The Great Debaters;2007;3;2;1;;['biography', 'drama', 'romance']
tt0368794;movie;I'm Not There;I'm Not There;2007;3;2;1;https://m.media-amazon.com/images/M/MV5BMTY4MzM2MjcwNV5BMl5BanBnXkFtZTcwODg3MDU1MQ@@._V1_SX300.jpg;['biography', 'drama', 'music']
tt0217505;movie;Gangs of New York;Gangs of New York;2002;3;1;2;;['crime', 'drama']
tt0460792;movie;Fast Food Nation;Fast Food Nation;2006;3;1;2;;['comedy', 'drama']
tt0265086;movie;Black Hawk Down;Black Hawk Down;2001;3;2;1;https://m.media-amazon.com/images/M/MV5BYWMwMzQxZjQtODM1YS00YmFiLTk1YjQtNzNiYWY1MDE4NTdiXkEyXkFqcGdeQXVyNDYyMDk5MTU@._V1_SX300.jpg;['drama', 'history', 'war']
tt0783598;movie;Until Death;Until Death;2007;3;1;2;;['action', 'crime', 'drama']
tt0081398;movie;Raging Bull;Raging Bull;1980;3;2;1;https://m.media-amazon.com/images/M/MV5BYjRmODkzNDItMTNhNi00YjJlLTg0ZjAtODlhZTM0YzgzYThlXkEyXkFqcGdeQXVyNzQ1ODk3MTQ@._V1_SX300.jpg;['biography', 'drama', 'sport']
tt0078841;movie;Being There;Being There;1979;3;1;2;https://m.media-amazon.com/images/M/MV5BY2JkZTcxYjEtNmUwNi00MjIzLWE1YjUtMDYzNWJjYWQwMzA5XkEyXkFqcGdeQXVyNzM0MTUwNTY@._V1_SX300.jpg;['comedy', 'drama']
tt0066549;movie;Waterloo;Waterloo;1970;3;2;1;;['action', 'biography', 'drama']
tt0822854;movie;Shooter;Shooter;2007;3;2;1;https://m.media-amazon.com/images/M/MV5BMGRjMzY0OGItNDc4YS00OGNlLWI3MGYtZjRkNjdiNWUyNDY4XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg;['action', 'drama', 'thriller']
tt1014763;movie;Child 44;Child 44;2015;3;2;1;;['crime', 'drama', 'history']
tt0986233;movie;Hunger;Hunger;2008;3;2;1;https://m.media-amazon.com/images/M/MV5BOWY5YTNkOTMtNmE2NC00ODhlLWJiYzEtYThhYWU2MjQ1MmNmXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg;['biography', 'drama']
tt0213149;movie;Pearl Harbor;Pearl Harbor;2001;3;2;1;https://m.media-amazon.com/images/M/MV5BMTQ3MDc0MDc1NF5BMl5BanBnXkFtZTYwODI1ODY2._V1_SX300.jpg;['action', 'drama', 'history']
tt0264472;movie;Changing Lanes;Changing Lanes;2002;3;2;1;;['drama', 'thriller']
tt0255589;movie;The Isle;Seom;2000;3;2;1;;['drama', 'thriller']
tt0115862;movie;The Chamber;The Chamber;1996;3;2;1;;['crime', 'drama', 'thriller']
tt0107943;movie;The Remains of the Day;The Remains of the Day;1993;3;1;2;https://m.media-amazon.com/images/M/MV5BNDYwOThlMDAtYWUwMS00MjY5LTliMGUtZWFiYTA5MjYwZDAyXkEyXkFqcGdeQXVyNjY1NTQ0NDg@._V1_SX300.jpg;['drama', 'romance']
tt7280898;movie;22 July;22 July;2018;3;2;1;https://m.media-amazon.com/images/M/MV5BNGY2MmQ0YTYtNjRjOS00ZjBhLThlMDMtN2FiY2ZjODhmNzU2XkEyXkFqcGdeQXVyOTA5NzQ0MDQ@._V1_SX300.jpg;['crime', 'drama', 'history']
tt1712261;movie;Triple 9;Triple 9;2016;3;1;2;https://m.media-amazon.com/images/M/MV5BMTU0NDcxMzczMV5BMl5BanBnXkFtZTgwODkxNTUwODE@._V1_SX300.jpg;['action', 'crime', 'thriller']
tt1343097;movie;The Girl Who Kicked the Hornet's Nest;Luftslottet som sprängdes;2009;3;2;1;https://m.media-amazon.com/images/M/MV5BMTk0NTY3NjMwOV5BMl5BanBnXkFtZTcwNTI1MjQwNA@@._V1_SX300.jpg;['crime', 'drama', 'thriller']
tt0108162;movie;Sliver;Sliver;1993;3;2;1;;['drama', 'thriller']
